ID,Metal,Group,M-H,VMH1,VMH,BDE,Hydri-G,CoordNum,EN-M,EN-H,EN-B,EN-C,EN-N,EN-O,EN-F,EN-Si,EN-P,EN-S,EN-Cl,EA-M,EA-H,EA-B,EA-C,EA-N,EA-O,EA-F,EA-Si,EA-P,EA-S,EA-Cl,H,B,C,N,O,F,Si,P,S,Cl,Charge,LTrans,GrpNum,AN-M,AR-M,AW-M,AV-M,MR-M,DP-M,mc-chi2,mc-chi3
IKODOD.Rh.xyz,Rh,VIII ,1.57489,2082.3,1999,58.02,170.27,5,2.3,2.17,0,0,0,0,0,0,2.46,0,0,26.22,17.39,0,0,0,0,0,0,17.2,0,0,1,0,0,0,0,0,0,4,0,0,0,0,9,45,135,102.9,8.3,125,66,69.77,174.56
IKOFET.Fe.xyz,Fe,VIII ,1.566771,1701.6,1633.5,62.49,177.39,6,1.8,2.17,0,0,2.93,0,0,0,2.46,0,0,3.76,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,4,0,0,0,7,8,26,140,55.8,7.1,117,62,64.05,128.83
IKOTIO.Pt.xyz,Pt,VIII ,1.589179,2164.4727,2077.9,69.3,214.82,4,2.3,2.17,0,0,0,0,0,0,2.46,0,0,49.07,17.39,0,0,0,0,0,0,17.2,0,0,1,0,0,0,0,0,0,3,0,0,0,0,10,78,135,195.1,9.1,130,48,45.69,108.71
IKOYOX.Fe.xyz,Fe,VIII ,1.499106,2050.2,1968.2,57.37,208.49,10,1.8,2.17,0,2.45,0,0,0,2.12,0,0,0,3.76,17.39,0,29.12,0,0,0,31.94,0,0,0,2,0,6,0,0,0,2,0,0,0,0,0,8,26,140,55.8,7.1,117,62,53.44,65.7
IKUDUO.Ir.xyz,Ir,VIII ,1.53107,2467,2368.3,62.46,230.98,5,2.2,2.17,0,2.45,0,0,0,0,2.46,0,3.05,36.09,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,1,0,0,0,0,2,0,1,0,0,9,77,135,192.2,8.54,127,54,44.88,97.9
IKUFAW.Ir.xyz,Ir,VIII ,1.532669,2463.7,2365.2,62.56,234.86,5,2.2,2.17,0,2.45,0,0,0,0,2.46,0,3.05,36.09,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,1,0,0,0,0,2,0,1,0,0,9,77,135,192.2,8.54,127,54,44.88,97.9
IKUYES.Ir.xyz,Ir,VIII ,1.608101,2181.8,2094.5,72.04,204.81,6,2.2,2.17,0,0,0,0,0,2.12,2.46,0,0,36.09,17.39,0,0,0,0,0,31.94,17.2,0,0,2,0,0,0,0,0,1,3,0,0,0,15,9,77,135,192.2,8.54,127,54,68.66,151.91
ILAKAI.Ru.xyz,Ru,VIII ,1.585573,2101.1,2017.1,62.92,244.33,6,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,2,0,0,0,2,0,0,1,7,8,44,130,101.1,8.3,125,72,71.81,88.84
ILAKEM.Ru.xyz,Ru,VIII ,1.584901,2124.9,2039.9,60.95,234.45,6,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,2,0,0,0,2,0,0,1,0,8,44,130,101.1,8.3,125,72,63.67,101.6
ILAKIQ.Ru.xyz,Ru,VIII ,1.588004,2058.6,1976.3,63.06,262.17,6,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,2,0,0,0,2,0,0,1,7,8,44,130,101.1,8.3,125,72,63.67,114.97
ILAMOX.Ir.xyz,Ir,VIII ,1.581206,2237.2,2147.7,58.54,169.64,5,2.2,2.17,0,2.45,0,0,0,0,0,0,2.57,36.09,17.39,0,29.12,0,0,0,0,0,0,70.54,1,0,2,0,0,0,0,0,0,2,-1,0,9,77,135,192.2,8.54,127,54,15.14,0
ILEDEL.Rh.xyz,Rh,VIII ,1.585987,2045.3036,1963.5,63.67,195.57,6,2.3,2.17,0,0,0,0,0,2.12,2.46,0,0,26.22,17.39,0,0,0,0,0,27.67,17.2,0,0,2,0,0,0,0,0,1,3,0,0,0,0,9,45,135,102.9,8.3,125,66,68.17,136.8
ILEVOL.Rh.xyz,Rh,VIII ,1.563662,2125.6,2040.6,70.83,224.27,9,2.3,2.17,0,2.45,0,0,0,2.12,0,0,0,26.22,17.39,0,29.12,0,0,0,31.94,0,0,0,2,0,5,0,0,0,2,0,0,0,0,0,9,45,135,102.9,8.3,125,66,63.95,159.6
ILIDOX.Rh.xyz,Rh,VIII ,1.505394,2324.4,2231.4,56.69,402.14,6,2.3,2.17,0,0,2.93,3.61,0,0,0,0,0,26.22,17.39,0,0,0.01,33.69,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,2,8,9,45,135,102.9,8.3,125,66,76.61,96.67
ILUFOK.Cr.xyz,Cr,VIB ,1.588203,1872.5,1797.6,20.53,186.04,5,1.7,2.17,0,0,2.93,0,0,0,0,0,0,15.36,17.39,0,0,0.01,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,6,24,140,52,7.23,119,83,64.31,139.36
ILUFUQ.Cr.xyz,Cr,VIB ,1.581862,1906.7,1830.4,20.1,264.95,5,1.7,2.17,0,0,2.93,0,0,0,0,0,0,15.36,17.39,0,0,0.01,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,1,0,6,24,140,52,7.23,119,83,60.47,127.65
ILUQIQ.Ru.xyz,Ru,VIII ,1.592034,2053.3,1971.2,66.26,188.25,8,2.3,2.17,0,2.45,0,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,5,0,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,61.71,150.37
ILUQOW.Ir.xyz,Ir,VIII ,1.588599,2231.2,2142,67.94,285.18,8,2.2,2.17,0,2.45,0,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,5,0,0,0,0,2,0,0,1,0,9,77,135,192.2,8.54,127,54,75.46,119.02
ILURAJ.Rh.xyz,Rh,VIII ,1.529809,2264.8,2174.2,60.41,285.34,7,2.3,2.17,1.88,0,0,0,0,0,2.46,0,0,26.22,17.39,6.39,0,0,0,0,0,17.2,0,0,4,1,0,0,0,0,0,2,0,0,1,1,9,45,135,102.9,8.3,125,66,51.85,111.49
ILUREN.Ir.xyz,Ir,VIII ,1.573956,2334.1,2240.7,69.63,283.86,7,2.2,2.17,1.88,0,0,0,0,0,2.46,0,0,36.09,17.39,6.39,0,0,0,0,0,17.2,0,0,4,1,0,0,0,0,0,2,0,0,1,1,9,77,135,192.2,8.54,127,54,50.03,107.58
IMAWOK.Ru.xyz,Ru,VIII ,1.59389,2040.7,1959.1,64.77,194.93,6,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,2,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,66.97,67.32
IMAYON.Ir.xyz,Ir,VIII ,1.594693,2209.915,2121.5,74.7,190.68,6,2.2,2.17,0,0,2.93,0,0,0,2.46,0,0,36.09,17.39,0,0,0.01,0,0,0,17.2,0,0,2,0,0,2,0,0,0,2,0,0,0,7,9,77,135,192.2,8.54,127,54,56.1,130.64
IMAZIF.Pt.xyz,Pt,VIII ,1.598235,2140.1,2054.5,68.5,194.71,4,2.3,2.17,0,0,0,0,0,2.14,2.46,0,0,49.07,17.39,0,0,0,0,0,31.13,17.2,0,0,1,0,0,0,0,0,1,2,0,0,0,15,10,78,135,195.1,9.1,130,48,52.33,104.65
IMESID.Ir.xyz,Ir,VIII ,1.559388,2354.3,2260.1,75.36,307.95,6,2.2,2.17,0,0,2.93,3.61,0,0,2.46,0,0,36.09,17.39,0,0,0.01,33.69,0,0,17.2,0,0,2,0,0,1,1,0,0,2,0,0,1,8,9,77,135,192.2,8.54,127,54,48.29,97.9
IMESOJ.Ir.xyz,Ir,VIII ,1.556006,2362.9,2268.4,75.93,303.43,7,2.2,2.17,0,2.45,0,3.61,0,0,2.46,0,0,36.09,17.39,0,29.12,0,33.69,0,0,17.2,0,0,2,0,2,0,1,0,0,2,0,0,1,8,9,77,135,192.2,8.54,127,54,62.04,92.29
IMEWON.Zr.xyz,Zr,IVB ,1.852472,1597,1533.1,54.77,186.45,13,1.3,2.17,0,2.45,2.93,0,0,0,0,0,0,9.82,17.39,0,29.12,0.01,0,0,0,0,0,0,1,0,11,1,0,0,0,0,0,0,0,0,4,40,155,91.2,14.1,145,112,34.98,28.2
IMIWOT.Ir.xyz,Ir,VIII ,1.558517,2359.1866,2264.8,73.46,305.82,6,2.2,2.17,0,2.45,2.93,3.61,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,33.69,0,0,17.2,0,0,1,0,1,1,2,0,0,1,0,0,0,8,9,77,135,192.2,8.54,127,54,69.28,127.16
IMIWUZ.Ir.xyz,Ir,VIII ,1.557319,2363.713,2269.2,73.53,303.35,6,2.2,2.17,0,2.45,2.93,3.61,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,33.69,0,0,17.2,0,0,1,0,1,1,2,0,0,1,0,0,0,8,9,77,135,192.2,8.54,127,54,69.28,127.16
IMIXEK.Ir.xyz,Ir,VIII ,1.549832,2391.8881,2296.2,72.2,301.11,6,2.2,2.17,0,2.45,2.93,3.61,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,33.69,0,0,17.2,0,0,1,0,1,1,2,0,0,1,0,0,0,0,9,77,135,192.2,8.54,127,54,67.74,102.96
IMIXIO.Ir.xyz,Ir,VIII ,1.547805,2411.147,2314.7,72.3,297.42,6,2.2,2.17,0,2.45,2.93,3.61,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,33.69,0,0,17.2,0,0,1,0,1,1,2,0,0,1,0,0,0,0,9,77,135,192.2,8.54,127,54,67.74,102.96
IMIXOU.Ir.xyz,Ir,VIII ,1.545918,2416.1219,2319.5,71.83,299.3,6,2.2,2.17,0,2.45,2.93,3.61,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,33.69,0,0,17.2,0,0,1,0,1,1,2,0,0,1,0,0,0,0,9,77,135,192.2,8.54,127,54,67.74,102.96
IMOCEU.Pt.xyz,Pt,VIII ,1.583149,2235.2,2145.8,58.47,229,4,2.3,2.17,0,0,2.93,0,0,0,2.46,0,0,49.07,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,2,0,0,1,7,10,78,135,195.1,9.1,130,48,40.7,81.28
IMUCIE.Fe.xyz,Fe,VIII ,1.519381,1865.7,1791.1,56.84,188.92,8,1.8,2.17,0,2.45,0,0,0,0,2.46,0,0,3.76,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,5,0,0,0,0,2,0,0,0,0,8,26,140,55.8,7.1,117,62,51.33,106.41
IMUCOK.Fe.xyz,Fe,VIII ,1.518663,1879.6,1804.4,57.38,188.97,8,1.8,2.17,0,2.45,0,0,0,0,2.46,0,0,3.76,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,5,0,0,0,0,2,0,0,0,0,8,26,140,55.8,7.1,117,62,51.33,99.64
IMUCUQ.Fe.xyz,Fe,VIII ,1.523827,1872.2,1797.3,57.59,187.36,8,1.8,2.17,0,2.45,0,0,0,0,2.46,0,0,3.76,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,5,0,0,0,0,2,0,0,0,0,8,26,140,55.8,7.1,117,62,46.67,98.36
IMUDAX.Fe.xyz,Fe,VIII ,1.503361,1955.6,1877.4,52.14,182.01,8,1.8,2.17,0,2.45,0,0,0,0,2.46,0,0,3.76,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,5,0,0,0,0,2,0,0,0,0,8,26,140,55.8,7.1,117,62,51.33,122.52
IMUDEB.Fe.xyz,Fe,VIII ,1.503312,1955.9,1877.7,52.14,182.01,8,1.8,2.17,0,2.45,0,0,0,0,2.46,0,0,3.76,17.39,0,29.12,0,0,0,0,17.2,0,0,1,0,5,0,0,0,0,2,0,0,0,0,8,26,140,55.8,7.1,117,62,51.33,122.52
INALEQ.Ru.xyz,Ru,VIII ,1.564689,2174.8,2087.8,63.49,214.29,5,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,1,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,52.45,106.04
INIRIH.Ag.xyz,Ag,IB ,1.649006,1656.4,1590.1,68.34,190.89,3,1.4,2.17,0,2.45,0,0,0,0,0,0,0,30.02,17.39,0,29.12,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,11,47,160,107.9,10.3,134,55,10.79,24.61
INIRIH.Cu.xyz,Cu,IB ,1.525033,1693.3,1625.6,69.73,192.08,3,1.4,2.17,0,2.45,0,0,0,0,0,0,0,28.32,17.39,0,29.12,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,11,29,135,63.5,7.1,118,46.5,14.54,33.92
INITAB.Ir.xyz,Ir,VIII ,1.563938,2365.8,2271.2,72.51,276.34,6,2.2,2.17,0,0,2.93,0,0,0,2.46,0,0,36.09,17.39,0,0,0.01,0,0,0,17.2,0,0,2,0,0,2,0,0,0,2,0,0,1,7,9,77,135,192.2,8.54,127,54,64.24,89.76
IPGOJ.Co.xyz,Co,VIII ,1.443411,2159.7,2073.3,43.08,344.85,6,1.9,2.17,0,0,2.93,0,0,0,2.46,0,0,15.24,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,4,0,0,2,7,9,27,135,58.9,6.7,116,55,62.32,120.75
IPGUP.Co.xyz,Co,VIII ,1.438771,2185.9,2098.5,39.57,343.09,6,1.9,2.17,0,0,2.93,0,0,0,2.46,0,0,15.24,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,1,0,0,0,4,0,0,2,7,9,27,135,58.9,6.7,116,55,62.32,130.34
IPHCIR.Rh.xyz,Rh,VIII ,1.530742,2234.1,2144.7,62.73,223.97,7,2.3,2.17,0,2.45,0,3.61,0,0,2.46,0,0,26.22,17.39,0,29.12,0,33.69,0,0,17.2,0,0,2,0,1,0,2,0,0,2,0,0,0,0,9,45,135,102.9,8.3,125,66,40.7,107.71
IPPHWH10.W.xyz,W,VIB ,1.729043,1936.9,1859.4,59.38,191.49,9,2.3,2.17,0,0,0,0,0,0,2.46,0,0,18.79,17.39,0,0,0,0,0,0,17.2,0,0,6,0,0,0,0,0,0,3,0,0,0,0,6,74,135,183.8,9.53,130,68,54.16,139.48
IPPHWH20.W.xyz,W,VIB ,1.729052,1936.8,1859.3,59.38,191.49,9,2.3,2.17,0,0,0,0,0,0,2.46,0,0,18.79,17.39,0,0,0,0,0,0,17.2,0,0,6,0,0,0,0,0,0,3,0,0,0,0,6,74,135,183.8,9.53,130,68,54.16,139.48
IPRHRH.Rh.xyz,Rh,VIII ,1.594339,1988.2,1908.7,63.36,188.41,4,2.3,2.17,0,0,0,0,0,0,2.46,0,0,26.22,17.39,0,0,0,0,0,0,17.2,0,0,1,0,0,0,0,0,0,3,0,0,0,15,9,45,135,102.9,8.3,125,66,52.33,149.8
IPRWAR.W.xyz,W,VIB ,1.739883,1902.1,1826,63.21,196.14,8,2.3,2.17,0,0,0,0,0,0,2.46,0,0,18.79,17.39,0,0,0,0,0,0,17.2,0,0,4,0,0,0,0,0,0,4,0,0,0,0,6,74,135,183.8,9.53,130,68,97.42,72.22
IPUBEC.Ru.xyz,Ru,VIII ,1.547537,2226.8,2137.7,61.02,211.92,5,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,1,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,52.45,102.74
IPUBIG.Ru.xyz,Ru,VIII ,1.546949,2235.9,2146.5,60.78,210.05,5,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,1,1,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,52.45,104.28
IPUBOM.Ru.xyz,Ru,VIII ,1.583013,2098.8,2014.8,63.54,200.72,6,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,0,24.21,17.39,0,29.12,0.01,0,0,0,17.2,0,0,2,0,1,1,0,0,0,2,0,0,0,0,8,44,130,101.1,8.3,125,72,52.45,107.58
IPUJIO.Ir.xyz,Ir,VIII ,1.583432,2234.1,2144.7,76.93,229.53,5,2.2,2.17,1.88,0,0,0,0,0,2.46,0,3.05,36.09,17.39,6.39,0,0,0,0,0,17.2,0,83.41,1,1,0,0,0,0,0,2,0,1,0,17,9,77,135,192.2,8.54,127,54,47.04,120.34
IPUJOU.Ir.xyz,Ir,VIII ,1.652613,1908.5,1832.2,70.12,185.02,5,2.2,2.17,1.88,0,0,0,0,0,2.46,0,0,36.09,17.39,6.39,0,0,0,0,0,17.2,0,0,2,1,0,0,0,0,0,2,0,0,0,1,9,77,135,192.2,8.54,127,54,47.04,120.34
IQENIE.Zn.xyz,Zn,IIB ,1.559141,1851.0924,1777,72.1,184.03,4,1.5,2.17,0,2.45,0,3.61,0,0,0,0,0,0,17.39,0,29.12,0,33.69,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,12,30,135,65.4,9.2,121,38.7,29.19,46.41
IQENOK.Zn.xyz,Zn,IIB ,1.563013,1841.8333,1768.2,63.43,175.96,4,1.5,2.17,0,2.45,0,3.61,0,0,0,0,0,0,17.39,0,29.12,0,33.69,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,12,30,135,65.4,9.2,121,38.7,22.7,54.66
IQEXUA.Rh.xyz,Rh,VIII ,1.544956,2168.9617,2082.2,62.75,215.97,6,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,3.05,26.22,17.39,0,29.12,0.01,0,0,0,17.2,0,83.41,1,0,1,1,0,0,0,2,0,1,0,7,9,45,135,102.9,8.3,125,66,58.28,79.8
IQEZEM.Rh.xyz,Rh,VIII ,1.534669,2231.7943,2142.5,61.21,221,6,2.3,2.17,0,2.45,2.93,0,0,0,2.46,0,3.05,26.22,17.39,0,29.12,0.01,0,0,0,17.2,0,83.41,1,0,1,1,0,0,0,2,0,1,0,7,9,45,135,102.9,8.3,125,66,58.28,99.86
IQEZIQ.Rh.xyz,Rh,VIII ,1.503857,2326.0557,2233,58.29,236.97,5,2.3,2.17,0,2.45,0,0,0,0,2.46,0,3.05,26.22,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,1,0,0,0,0,2,0,1,0,0,9,45,135,102.9,8.3,125,66,46.65,78.2
IRAKER.Ir.xyz,Ir,VIII ,1.567923,2343.6,2249.9,73.7,211.21,6,2.2,2.17,0,0,2.93,3.61,0,0,2.46,0,0,36.09,17.39,0,0,0.01,33.69,0,0,17.2,0,0,2,0,0,1,1,0,0,2,0,0,0,8,9,77,135,192.2,8.54,127,54,51.57,84.15
IRAKOB.Ir.xyz,Ir,VIII ,1.558688,2382.5,2287.2,69.38,212.2,6,2.2,2.17,0,0,2.93,3.61,0,0,2.46,0,3.05,36.09,17.39,0,0,0.01,33.69,0,0,17.2,0,83.41,1,0,0,1,1,0,0,2,0,1,0,8,9,77,135,192.2,8.54,127,54,51.57,88.99
IRAKUH.Ir.xyz,Ir,VIII ,1.625276,2086.2,2002.8,75.41,207.47,6,2.2,2.17,0,2.45,2.93,3.61,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,33.69,0,0,17.2,0,0,1,0,1,1,1,0,0,2,0,0,0,7,9,77,135,192.2,8.54,127,54,62.79,99.44
IRARID.Ir.xyz,Ir,VIII ,1.570939,2311.9,2219.4,68.66,217.85,6,2.2,2.17,0,0,2.93,0,0,0,2.46,0,3.05,36.09,17.39,0,0,0.01,0,0,0,17.2,0,83.41,1,0,0,2,0,0,0,1,0,2,0,7,9,77,135,192.2,8.54,127,54,40.35,60.94
IRAROJ.Ir.xyz,Ir,VIII ,1.586687,2257.3,2167,74.7,289.88,6,2.2,2.17,0,0,2.93,0,0,0,2.46,0,3.05,36.09,17.39,0,0,0.01,0,0,0,17.2,0,83.41,1,0,0,2,0,0,0,2,0,1,1,7,9,77,135,192.2,8.54,127,54,57.18,99.44
IRASOK.Ru.xyz,Ru,VIII ,1.580592,2095.1,2011.3,56.82,196,7,2.3,2.17,0,2.45,2.93,0,0,0,2.46,2.64,0,24.21,17.39,0,29.12,0.01,0,0,0,17.2,47.9,0,1,0,2,1,0,0,0,2,1,0,0,0,8,44,130,101.1,8.3,125,72,54.6,72.93
IRAVEC.Co.xyz,Co,VIII ,1.4627,2080.8,1997.6,47.21,208.37,8,1.9,2.17,0,2.45,0,0,0,2.12,2.46,0,0,15.24,17.39,0,29.12,0,0,0,31.94,17.2,0,0,1,0,5,0,0,0,1,1,0,0,0,0,9,27,135,58.9,6.7,116,55,50.1,68.62
IRAVIG.Co.xyz,Co,VIII ,1.462787,2080.5,1997.3,47.2,208.36,8,1.9,2.17,0,2.45,0,0,0,2.12,2.46,0,0,15.24,17.39,0,29.12,0,0,0,31.94,17.2,0,0,1,0,5,0,0,0,1,1,0,0,0,0,9,27,135,58.9,6.7,116,55,50.1,68.62
IRAVOM.Co.xyz,Co,VIII ,1.465308,2068.6,1985.9,48.08,207.79,8,1.9,2.17,0,2.45,0,0,0,2.12,2.46,0,0,15.24,17.39,0,29.12,0,0,0,31.94,17.2,0,0,1,0,5,0,0,0,1,1,0,0,0,0,9,27,135,58.9,6.7,116,55,50.1,71.44
IRAWAB.Ir.xyz,Ir,VIII ,1.579055,2266.8,2176.1,70.29,225.71,7,2.2,2.17,0,2.45,2.93,0,0,0,0,0,0,36.09,17.39,0,29.12,0.01,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,9,77,135,192.2,8.54,127,54,68.24,80.72
IRAWEF.Ir.xyz,Ir,VIII ,1.579092,2263.1,2172.6,70.79,225.04,7,2.2,2.17,0,2.45,2.93,0,0,0,0,0,0,36.09,17.39,0,29.12,0.01,0,0,0,0,0,0,1,0,3,3,0,0,0,0,0,0,0,0,9,77,135,192.2,8.54,127,54,69.01,96.01
IRAWUV.Ru.xyz,Ru,VIII ,1.606677,1992.3,1912.6,66.64,199.58,6,2.3,2.17,0,0,2.93,0,0,0,2.46,0,0,24.21,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,3,0,0,0,2,0,0,0,7,8,44,130,101.1,8.3,125,72,70.55,121.11
IRAXAC.Ru.xyz,Ru,VIII ,1.612663,1958.1,1879.8,68.74,211.04,6,2.3,2.17,0,0,2.93,0,0,0,2.46,0,0,24.21,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,3,0,0,0,2,0,0,0,7,8,44,130,101.1,8.3,125,72,70.55,152
IRAXEG.Ru.xyz,Ru,VIII ,1.617838,1940,1862.4,69.06,211.14,6,2.3,2.17,0,0,2.93,0,0,0,2.46,0,0,24.21,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,2,0,0,0,3,0,0,0,7,8,44,130,101.1,8.3,125,72,75.09,185.04
IRIDOE.Rh.xyz,Rh,VIII ,1.558374,2127.6,2042.5,63.2,283.02,5,2.3,2.17,0,0,0,0,0,2.12,2.46,2.64,0,26.22,17.39,0,0,0,0,0,31.94,17.2,47.9,0,1,0,0,0,0,0,1,1,2,0,1,16,9,45,135,102.9,8.3,125,66,58.14,103.28
IRIDUK.Rh.xyz,Rh,VIII ,1.5506,2128.4,2043.3,59.35,194.68,6,2.3,2.17,0,0,0,0,0,2.12,2.46,2.64,3.05,26.22,17.39,0,0,0,0,0,31.94,17.2,47.9,83.41,1,0,0,0,0,0,1,1,2,1,0,16,9,45,135,102.9,8.3,125,66,58.14,103.28
IRILIE.Ir.xyz,Ir,VIII ,1.570749,2321.6,2228.7,68.84,274.04,8,2.2,2.17,0,2.45,2.93,0,0,0,2.46,0,0,36.09,17.39,0,29.12,0.01,0,0,0,17.2,0,0,1,0,5,1,0,0,0,1,0,0,1,0,9,77,135,192.2,8.54,127,54,83.03,102.39
ISAPUO.Rh.xyz,Rh,VIII ,1.509213,2307.8,2215.5,56.42,234.99,5,2.3,2.17,0,2.45,0,0,0,0,2.46,0,3.05,26.22,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,1,0,0,0,0,2,0,1,0,0,9,45,135,102.9,8.3,125,66,50.57,78.2
ISEBAJ.Ru.xyz,Ru,VIII ,1.604173,2044.1,1962.3,69.73,265.41,6,2.3,2.17,0,0,2.93,0,0,0,2.46,0,0,24.21,17.39,0,0,0.01,0,0,0,17.2,0,0,1,0,0,2,0,0,0,3,0,0,1,0,8,44,130,101.1,8.3,125,72,90.55,82.61
ISINOO.Rh.xyz,Rh,VIII ,1.551264,2169.5,2082.7,64.55,214.85,6,2.3,2.17,0,2.45,0,3.61,0,0,2.46,0,3.05,26.22,17.39,0,29.12,0,33.69,0,0,17.2,0,83.41,1,0,1,0,1,0,0,2,0,1,0,17,9,45,135,102.9,8.3,125,66,59.37,97.68
ISINUU.Ir.xyz,Ir,VIII ,1.578286,2296.1,2204.3,74.24,223.48,6,2.2,2.17,0,2.45,0,3.61,0,0,2.46,0,3.05,36.09,17.39,0,29.12,0,33.69,0,0,17.2,0,83.41,1,0,1,0,1,0,0,2,0,1,0,17,9,77,135,192.2,8.54,127,54,57.29,94.25
ISUDUV.Ir.xyz,Ir,VIII ,1.570348,2304.6,2212.4,65.4,228.36,6,2.2,2.17,0,2.45,0,0,0,0,2.46,0,3.05,36.09,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,1,0,0,0,0,2,0,2,0,17,9,77,135,192.2,8.54,127,54,41.23,67.32
ISUFAD.Ir.xyz,Ir,VIII ,1.583586,2239.4,2149.8,67.43,238.16,6,2.2,2.17,0,2.45,0,0,0,0,2.46,0,3.05,36.09,17.39,0,29.12,0,0,0,0,17.2,0,83.41,1,0,1,0,0,0,0,2,0,2,0,17,9,77,135,192.2,8.54,127,54,41.23,87.12
ISUQIX.Rh.xyz,Rh,VIII ,1.549254,2173.8,2086.8,59.79,203.76,7,2.3,2.17,1.88,0,0,0,0,0,2.46,2.64,0,26.22,17.39,6.39,0,0,0,0,0,17.2,47.9,0,1,3,0,0,0,0,0,2,1,0,0,16,9,45,135,102.9,8.3,125,66,78.18,123.78
ITANAS.Ni.xyz,Ni,VIII ,1.465565,2075.3,1992.3,47.17,249.33,4,1.9,2.17,0,2.45,0,0,0,0,0,0,0,26.66,17.39,0,29.12,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,1,6,10,28,135,58.7,6.6,115,49,34.84,58.45
ITARUR.Ni.xyz,Ni,VIII ,1.468473,1956.7,1878.4,50.71,197.08,4,1.9,2.17,0,2.45,0,0,0,0,0,0,3.05,26.66,17.39,0,29.12,0,0,0,0,0,0,83.41,1,0,2,0,0,0,0,0,0,1,0,17,10,28,135,58.7,6.6,115,49,23.23,38.96
ITASEC.Ni.xyz,Ni,VIII ,1.46908,1986,1906.6,52.62,196.14,4,1.9,2.17,0,2.45,0,0,0,0,0,0,2.83,26.66,17.39,0,29.12,0,0,0,0,0,0,77.6,1,0,2,0,0,0,0,0,0,1,0,35,10,28,135,58.7,6.6,115,49,23.23,38.96
